title,text,image,cate
福建高三和初三年级3月23日开学,3月17日，福建省教育考试院发布声明称，关于福建省2020年春季开学通知的图文为P图造谣。 ​福建省教育考试院未发布开学通知，具体开学时间以省教育厅的官方通知为标准。,https://p.qpic.cn/jiaozhen/0/0c34bec2b27962c2f2556ad62500a94a/0?imageView2/2/w/300/h/300,fake
石正丽警告：对疫情不必太乐观，蚊虫或成第三宿主,3月17日，中国科学院武汉病毒研究所发表声明称，《石正丽凌晨发出警告：对疫情不必抱有太大乐观，蚊虫或成第三宿主》系谣言，石正丽研究员从未发布过任何相关信息。,https://p.qpic.cn/jiaozhen/0/d92cda3abeb67f3d2a6790b22501e010/0?imageView2/2/w/300/h/300,fake
《老人报》八年前预测新型冠状病毒会输入爆发,"网上流传的《老人报》报道截图，显示的是2012年10月3日的报道《中国不排除新型冠状病毒输入可能》。标题所指的“新型冠状病毒”不是现在肆虐全球的新型冠状病毒COVID-19，而是2012年9月在沙特阿拉伯发现的MERS-CoV（中东呼吸综合征冠状病毒）。
冠状病毒为一类大型家族病毒，包括从普通感冒到严重急性呼吸道综合征（SARS）等可导致人类罹患的系列疾病。虽然COVID-19和MERS-CoV同属于冠状病毒，但两者的核苷酸存在差异，属于不同病毒。感染后的症状与死亡率也不相同。目前，中东呼吸综合征冠状病毒的起源尚不十分清楚。",https://p.qpic.cn/jiaozhen/0/68b9c3e2d741919b0d146e0e630a8466/0?imageView2/2/w/300/h/300,fake
日本医生建议：大量喝水保持喉咙湿润，预防新冠病毒,"我们常见的疾病，比如感冒、流感、病毒性肺炎主要是通过咳嗽、喷嚏以及空气播散的飞沫在人际间传播。其中上呼吸道中的鼻、咽粘膜上皮细胞是最初的感染部位，也就是咽喉处并不是造成感染的唯一部位。
不可否认喝水对身体的帮助，但是喝水保持咽喉湿润就能预防病毒没有任何依据，咽喉湿润也无法避免病毒会通过上呼吸道进入下呼吸道（支气管、肺部等），15分钟喝一次水更是不切实际。
对于无孔不入的病毒，保持手卫生更为重要，在接触疑似病人、疑似污染物后，勤洗手，避免不洁净的手直接揉鼻子或眼睛。",//jiaozhen-70111.picnjc.qpic.cn/e3D7rfQhAUPP9tDypkdV4U?imageView2/2/w/300/h/300,fake
视频：特朗普感染新冠肺炎，演讲时晕倒，副总统接任,"美国总统特朗普因感染新冠病毒在演讲过程中晕倒的说法系谣言。根据美国白宫对外公布的消息，特朗普新冠病毒的测试结果呈阴性，他最近也没有进行大的竞选造势演讲。
网上流传的“特朗普演讲晕倒”的视频发生于2016年11月5日，当时特朗普在内华达州雷诺市进行总统竞选造势演讲。据《卫报》报道，在特朗普发表演讲时，舞台附近发生了骚乱。几名目击者声称他们听到""他有枪""的叫喊声。现场数百人涌向雷诺大厅的后面。视频中特朗普单手遮蔽双眼，被护送下演讲台，并不是因为身体不适，更没有晕倒。骚乱过后特朗普完成了演讲，随后在个人社交媒体账号上表示感谢。",https://p.qpic.cn/jiaozhen/0/2ea1ae09deb039a1c25baa767f6824e0/0?imageView2/2/w/300/h/300,fake
C罗买下了一座小岛暂住，以隔离新冠病毒,"3月11日，意甲尤文图斯足球俱乐部通过官方网站宣布，后卫鲁加尼在新冠肺炎检测结果为阳性。而C罗则因队友确诊新冠肺炎被隔离。
据《每日邮报》3月13日报道，C罗与其家人正在家乡葡萄牙马德拉隔离，马德拉地区政府首脑Miguel Albuquerque说，出于信息保护原因，无法谈论细节，但可以保证，C罗目前没有感染的可能。当地卫生部长Pedro Ramos说：“运动员（C罗）和他的家人都没有出现症状。”
“C罗买岛”一说其实来源于其2015年买岛送给经纪人一事，当时C罗的经纪人门德斯与其妻子补办婚礼，C罗买下了希腊的一座小岛作为结婚礼物送给门德斯。",//jiaozhen-70111.picnjc.qpic.cn/2n32L5sRz1sZHFxoy915ZL?imageView2/2/w/300/h/300,fake
连云港市东海县境外回国人员确诊新冠肺炎,"“东海县聚龙公馆被带走的疑似病例今日被查出确诊”的消息不实。东海县新型冠状病毒感染的肺炎疫情防控指挥部办公室发布公告称，经核查，3月4日，东海县聚龙名苑小区张某从泰国经上海返回东海县，返县后已进行居家隔离管理，3月10日，张某出现轻微咳嗽症状，无发热。
为了排除新冠肺炎隐患，张某被送往定点医院进行隔离治疗。目前张某核酸检测为阴性，仍在定点医院接受观察。",https://p.qpic.cn/jiaozhen/0/f43d810029eca0428d894959abf9a893/0?imageView2/2/w/300/h/300,fake
北京一名代购韩国扫货回国后不隔离,附近居民认为该名代购没有遵守规定隔离，于是向警方进行了举报。警方根据相关信息进行查询后并没有查到该韩国代购的出入境记录。负责处理此事的民警联系到这名代购的爱人，对方也表示妻子近期没有出国。,https://p.qpic.cn/jiaozhen/0/6c9e566308570d41ce3d4b2475897ecd/0?imageView2/2/w/300/h/300,fake
武汉一家五口因发热瞒报被送医,"3月14日，武汉市硚口区委宣传部通过其官方微博回应了网传说法，称经全区排查，近期以来未收到此类警情，各社区无此类报告，120亦无此类救助信息，荣华街集贤里社区无新增新冠疫情，该视频非硚口区的视频，该网传消息纯属谣言。
视频内容系2月17日武汉大学工作人员和学校志愿者上门紧急施救该校退休职工75岁空巢老人汤老师夫妇时，工作人员所录。",//jiaozhen-70111.picnjc.qpic.cn/p3ZELJ7eEu6G1fDBjw45T4?imageView2/2/w/300/h/300,fake
马来西亚巫师病床作法抓新冠病毒后遭隔离,经查证，这是个老视频，和新冠病毒毫无关系。在外网上能够找见的最初版本是2018年11月4日，并未附带马来西亚、巫师、病毒等信息。视频的拍摄时间应该比这更早。,https://p.qpic.cn/jiaozhen/0/a9b725c4a9a5bdce3627e3f4e74b74d4/0?imageView2/2/w/300/h/300,fake
意大利卫生部长感染新型冠状病毒去世,"流传消息中因新冠肺炎去世的罗伯托·斯特拉（Roberto Stella），并非意大利卫生部部长，而是意大利北部瓦雷兹市医学协会主席。3月10日，他因感染新冠肺炎在意大利北部城市科莫去世。
意大利卫生部部长名叫罗伯托·斯佩兰扎（Roberto Speranza）。截至北京时间3月14号，并没有任何关于斯佩兰扎确诊新冠肺炎或是死亡的公开报道。3月13号，斯佩兰扎还在其个人社交账号上还转发了意大利卫生部官方账号的消息。",//jiaozhen-70111.picnjc.qpic.cn/s6UuxMPTWn7JxUe3vxzdbH?imageView2/2/w/300/h/300,fake
武汉青山区某隔离点有32名因疫情失去监护人的孤儿,3月13日下午，武汉市青山区人民政府官方微博@青山政务回应称，该流传说法是谣言。截止目前，青山区现有的集中隔离点及康复驿站有17岁以下未成年人30名，均有监护人，且在隔离期间都有监护人或其他亲人陪护，生活和学习用品都有保障。,//jiaozhen-70111.picnjc.qpic.cn/mztfbEhoGYaVFQZw3a5w1h?imageView2/2/w/300/h/300,fake
意大利大使馆防疫物资采购清单流出,意大利驻华使馆官方微博回应称，网络流传的清单是虚假的，这是一起可能涉及网络钓鱼的假冒事件。 意大利驻中华人民共和国大使馆未曾通过社交媒体渠道公开为意大利寻求过医疗卫生援助。,//jiaozhen-70111.picnjc.qpic.cn/vq9myh1PCbM8xjfA467aBz?imageView2/2/w/300/h/300,fake
湖南汨罗新增19例新冠肺炎患者,"较真团队查阅汨罗市人民政府官网发现，汨罗市3月11日至3月12日(统计时间截至当日18时），“疫情概况”通报均为：确诊病例6例，现有疑似病例0例，出院病例6例。即连续三日无新增病例。
3月13日下午，岳阳市举行疫情防控暨复工复产工作新闻发布会，岳阳市卫健委副主任王耀平称，在对既往发热病人筛查排查时，发现汨罗、屈原两市密切接触者中有5名无症状感染者，这5名无症状感染者及其密切接触者已集中进行医学隔离观察。所有医学隔离观察的人员身体健康状况良好。
汨罗市疫情防控指挥部在接受岳阳日报记者采访时表示，自疫情发生以来，疫情防控指挥部一直按照有关规定，如实向上报送疫情信息，不存在瞒报情况，网传信息系谣言。",https://p.qpic.cn/jiaozhen/0/ab42723f8a0b29fb7f1666bec8c75323/0?imageView2/2/w/300/h/300,fake
意大利新冠疫情严重，军方动用坦克封城,"该视频是真实的，也确实发生在意大利，但跟新冠肺炎导致的全国封闭无关，意大利本国媒体已经进行了辟谣。
国外社交网站还把这些坦克说成是在镇压50名越狱的逃犯，这个说法也不属实。据BBC的报道，意大利军方已经确认这些坦克属于驻扎在巴勒莫的第6团，刚从撒丁岛的军事演习中返回，既没有被派去处理越狱的逃犯，也和新型冠状病毒没有任何关系。",https://p.qpic.cn/jiaozhen/0/b8c3d553f610f34cccbf6dd5da1b9b21/0?imageView2/2/w/300/h/300,fake
北京4月6日大学中学开学，20日小学幼儿园开学,北京市委教育工委、市教委明确表示，这是一条虚假信息。北京当前疫情防控形势依然严峻复杂，特别是境外疫情呈加速扩散蔓延之势，成为首都防控新的挑战。在这最吃劲的关键阶段，各项防控一刻都不能放松，任何一个环节和细节都不能疏忽。北京开学时间仍要视疫情发展来定。请大家以官方权威发布为准，不造谣、不信谣、不传谣！,https://p.qpic.cn/jiaozhen/0/27c518b4d60bb8fbf47d167aa1e29c1c/0?imageView2/2/w/300/h/300,fake
上海3月16日起出行正常化，4月6日起陆续开学,"上海各大媒体都没有发布过有关“3月16日起居民出行全面正常化”的报道。
网传帖子早在3月初开始就在湖北武汉、江苏无锡、浙江温州等地流传，只是当时的版本并未提及4月学校开学、电影院营业的时间表。
截至目前，该帖子已被多地相关部门进行辟谣。有关部门还提醒，政府部门不会以网民转发的形式发布任何通告内容，请勿轻信。",https://p.qpic.cn/jiaozhen/0/a8ce9ac51be43eb7ffccf4cf999811dc/0?imageView2/2/w/300/h/300,fake
戴口罩可以吹灭蜡烛打火机火苗，说明口罩不合格,"口罩的种类繁多。一部分对于防护性能要求较高的口罩，比如N95、N99等，为了保证防护性，往往会在中间过滤层使用较厚的熔喷布，甚至会使用多层熔喷布，因此口罩的阻力较大，佩戴时很难吹灭火苗。但也有一些口罩，比如医用外科口罩，阻力相对较小，佩戴这类口罩时是有可能吹灭火苗的。另外，像带有呼气阀的口罩，吹灭火苗就更容易。
另外，每个人的心肺功能都是不一样的，这就意味着戴着同样的口罩，有的人可以吹灭火苗，但也有些人没法吹灭火苗，所以以此判断口罩是否合格是不准确的。
所以能否吹灭火苗，取决于个人的心肺功能和口罩的透气性，与口罩的防护性没有必然联系，自然也不应用来鉴别口罩合格与否了。",https://p.qpic.cn/jiaozhen/0/a26cacfac067e874e36c7b92ec7f712c/0?imageView2/2/w/300/h/300,fake
合格的口罩会吸附大量纸屑，反之就是不合格的口罩,"在结构完整的情况下，口罩能吸附大量纸屑，主要是靠外层的纺粘布实现的。但真口罩和假口罩最核心的区别在于中间是否有熔喷层（熔喷层是要通过驻极工艺加上静电，静电主要是用来吸附颗粒的）。而熔喷层有静电，不等于口罩外层也有静电。打个比方，我们都知道香蕉肉是甜的，但这不等于说香蕉皮也是甜的，如果不甜就是假香蕉。
事实上，要让口罩外层吸附纸屑很简单，摩擦产生静电即可，但这完全无法说明口罩里是否有熔喷层，以及熔喷层工艺是否合格。",https://p.qpic.cn/jiaozhen/0/cb97962e80d8e82c9dcd6b510fde4b89/0?imageView2/2/w/300/h/300,fake
新型冠状病毒和乙肝病毒一样,"乙肝有急性和慢性之分，慢性乙肝属于持续性病毒感染中的慢性感染。乙肝病毒的慢性化是因为有cccDNA（共价闭合环状DNA）的存在，且难被清除，所以需要长期服药控制。新冠病毒是RNA病毒，属于急性感染，没有cccDNA，和慢性乙肝有区别。
有慢性乙肝患者检测不到保护性抗体是因为病毒一直在复制，子代病毒直接将保护性抗体全面“吸收”。新冠病毒是急性感染。
目前有新冠病毒感染患者出院后核酸检测呈阳性，具体机理不清楚，有可能是恢复期病毒排出，也可能是病毒进入人体免疫特赦部分，还可能是患者治疗时使用的免疫抑制类（如皮质激素）药物导致。其中新冠病毒慢性化的可能性低。",https://p.qpic.cn/jiaozhen/0/abb896b69882f7f111c8ec22953f8cb6/0?imageView2/2/w/300/h/300,fake
中国捐助日本的检测试剂盒被美国强行拦截，已经用完,"发布转发该消息的几乎都是自媒体，国内外各大媒体都无相关报道。还有自媒体称“是据俄罗斯卫星通讯社报道”，但无论是俄罗斯卫星通讯中文网站还是英文网站，都找不到这条消息。
中国确实向日本支援了一批检测试剂盒。2月27日的外交部例会上，发言人赵立坚介绍称：此前中方已向日方交付了一批检测试剂盒。2月25日日本众议院预算委员会上，日本国立感染症研究所所长胁田隆字也向发问的西村智奈美议员确认：通过中国大使馆，我们收到了中国捐赠的一批核酸检测试剂盒，对这些试剂盒性质进行了验证，并将结果报告到了厚生劳动省。",https://p.qpic.cn/jiaozhen/0/e2f2df470cdf2dee5c8f6d34a552d7bf/0?imageView2/2/w/300/h/300,fake
里皮：中国下决心做一件事时执行力很强，除了足球,里皮近日确实接受了意大利广播电视公司的采访，意大利媒体《全市场》刊登了采访全文。通过关键词检索，采访全文中并没有“除了足球以外，中国执行力是很惊人的”等类似的表达。唯一一处可能相关的是采访者提问：中国正在设法解决问题。里皮回答： “我在中国生活了8年，我认识很多那里的人，都非常追求进步发展，他们很有决心。”,https://p.qpic.cn/jiaozhen/0/27f4001d2c89f64d2f0ec0d5ac4a2b9a/0?imageView2/2/w/300/h/300,fake
抗病毒药阿昔洛韦能有效预防新冠肺炎,"阿昔洛韦是1977年由Elion等人首次设计并合成的无环核苷类似物，并于1981年上市，此后在临床上作为治疗单纯疱疹和带状疱疹病毒的首选药物，为此Elion教授还拿了1988年的诺贝尔奖。
不建议将阿昔洛韦用于预防新冠肺炎。再辉煌的过去也不能作为这个药物在其他领域再创辉煌的保证，中华结核和呼吸杂志最新的文章《针对2019新型冠状病毒的潜在抗病毒药物》中提到：目前临床上常用的抗病毒药物，包括神经氨酸酶抑制剂（奥司他韦、帕拉米韦、扎那米韦等）对2019-nCoV均无效（因为冠状病毒不产生神经氨酸酶），更昔洛韦、阿昔洛韦、利巴韦林等药物作用甚微，均不建议临床应用。",https://p.qpic.cn/jiaozhen/0/2e5ac6538d2ff45b7133814719c41614/0?imageView2/2/w/300/h/300,fake
河南省中小学幼儿园3月14日起陆续开学,"网络流传的“河南省教育局关于全省开学的通知”为谣言，河南省新乡市教育局和郑州市教育局均已澄清。且网传的“通知”文件不符合公文规范，存在诸多错漏。
目前河南省关于开学的最新消息发布于河南省人民政府新闻办2月29日举行的“河南省新型冠状病毒感染的肺炎疫情防控工作”第二十场新闻发布会。会议提出全省大中小学校、幼儿园等开学、开园时间继续推迟，学生返校时间，将视疫情防控情况，经科学研判后确定，具体开学日期提前一周向社会发布。",https://p.qpic.cn/jiaozhen/0/eff1edc9d968be23394e83446327a9af/0?imageView2/2/w/300/h/300,fake
3月16日起天津恢复尾号限行,天津交警官方微博对此回应称：“3月16日起天津恢复尾号限行”的传闻不实。何时恢复尾号限行要视疫情防控情况和交通流量综合研判而定。如果有限行恢复，会第一时间通过官方渠道进行通知。,https://p.qpic.cn/jiaozhen/0/c60edbb31b6593264c57fa056e1398e6/0?imageView2/2/w/300/h/300,fake
武汉天河机场复航日期已确定,3月8日晚，武汉天河机场官方微博回复称，武汉天河机场从暂停商业客运到恢复常态化航班运行，各项准备工作十分繁重，发布本次通知属于必要的正常安排，不表明已确定具体的复航时间。,https://p.qpic.cn/jiaozhen/0/b3106f69e113fa7857be9e505867d6f0/0?imageView2/2/w/300/h/300,fake
吴好运于泉州欣佳宾馆隔离期间死亡，没躲过追杀,“吴好运入住泉州欣佳宾馆”信息不实。泉州警方表示，目前关于泉州欣佳酒店的搜救行动仍在争分夺秒进行，请广大网民在关注事件进展的同时，尊重生命，不要编造、散布不实信息。,//jiaozhen-70111.picnjc.qpic.cn/aMXHXCx6dcQnUQnW2rBS3y?imageView2/2/w/300/h/300,fake
中国禁止医用口罩出口,"中国商务部已于3月5日明确指出，中国政府没有针对口罩及其生产原材料出口设置任何贸易管制措施。企业可以按照市场化原则开展相关贸易。
由于疫情防控和大规模复工复产的需要，中国国内口罩需求仍处于高位，存在供应缺口，现阶段各国从中国采购口罩的确可能会面临一些困难。",//jiaozhen-70111.picnjc.qpic.cn/Y1ZeFEYEru7mkTbSbKnn6?imageView2/2/w/300/h/300,fake
中国驻韩国使馆3月份暂停办理中国护照,"中国驻韩大使馆回应：为确保在韩中国公民的正常工作生活，中国驻韩国大使馆在全力防范疫情的同时，正常办理护照/旅行证。
鉴于目前每天到中国驻韩国使馆办证大厅人员数量仍在500以上，为尽可能减少人员聚集，使馆鼓励申请人根据自身情况及办证紧迫程度合理安排办证计划，适当提前或推迟中国驻韩国大使馆均会予以受理。",https://p.qpic.cn/jiaozhen/0/2726783b120390b1bace8f5ac167f70c/0?imageView2/2/w/300/h/300,fake
市政府：3月16日居民出行正常化，17日公交正常,"经查证，这是条假消息，2月份就流传过，当时的版本是“市政府会议精神，2月16日居民出行正常化......”，温州、保定等地方早就进行了辟谣。
这次流传的“市政府会议精神”，除了日期从2月变成3月外，其他信息一模一样，武汉、无锡、重庆等地方均出现过类似信息，均已辟谣。
事实上，政府部门不会以网民转发的形式发布任何通告内容，请广大网友从官方权威渠道获取信息，不造谣、不传谣、不信谣。",https://p.qpic.cn/jiaozhen/0/42c23d958f1dd1470d48cb5c6e39b4aa/0?imageView2/2/w/300/h/300,fake
上海虹口足球场成为集中隔离点,"根据上海市确定的涉外疫情防控和入境人员健康管理措施，所有中外人员，凡在进入上海之日前14天内，有过重点国家或地区旅居史的，一律实施居家隔离健康观察或集中隔离健康观察 14天，并由各区在浦东、虹桥两大机场安排专车、专人集中接送上述人员。
经综合考虑交通组织、服务保障、安全防护等实际情况，虹口区将虹口足球场场馆外指定区域选定为从机场接回人员的交接点，将居住地在虹口且在机场经体温测量正常的入境人员通过大型巴士送到该指定区域，再由各街道快速接力，用小型车分别护送到家，确保严格落实14天居家隔离健康观察，形成工作闭环。该指定区域仅仅是一个人员交接点，而非网传的“集中隔离点”。",https://p.qpic.cn/jiaozhen/0/a4a6b97ac27882fd631f5d41bda3af2c/0?imageView2/2/w/300/h/300,fake
上海港汇恒隆广场被封，确诊一例，意大利人！,"根据上海市卫健委通报，2020年3月8日0-12时，上海市排除新型冠状病毒肺炎疑似病例10例；新增治愈出院1例；无新增确诊病例。截至3月8日12时，上海累计确诊病例中，境外输入人员4例，均来自伊朗，无意大利确诊患者。
上海港汇恒隆广场3月8日下午发布官方声明，称截止目前上海港汇恒隆广场并未发现任何新型冠状病毒肺炎确诊病例，针对近日朋友圈流传“港汇被封，确诊一例”的相关信息，经向相关部门核实后，所涉内容不实，为谣言。",https://p.qpic.cn/jiaozhen/0/a499ab4d4b2e85f87f6143cf4bd49076/0?imageView2/2/w/300/h/300,fake
每天用肥皂洗鼻窦可以降低感染肺炎风险,"鼻窦是鼻腔里的孔洞，人有4对8个鼻窦，从上到下分别是额窦、筛窦、上颌窦、蝶窦。每个鼻窦都有一个或几个小开口（窦口）与鼻腔相通，鼻窦内部是个骨质的空腔，就像8个小房间。因为太小，且肉眼看不到，无法直接清洗。鼻粘膜是保护人体的重要组织，即使是做鼻腔护理也需要用等渗的生理盐水、生理性海盐水，或稍微高渗的海盐水，临床上不建议也不会用肥皂来清洗鼻腔。
进行鼻腔护理的前提是，有鼻窦炎、流鼻涕、鼻炎等疾病，正常人不需要常规洗鼻，洗鼻的方法和用料不对会造成伤害。新型冠状病毒会通过鼻粘膜造成感染，预防上主要是勤洗手，避免不干净的手触摸鼻子；或戴口罩隔离飞沫。洗鼻无法持续提供防范，也就无法降低感染肺炎风险。",https://p.qpic.cn/jiaozhen/0/d85fe7488b073d040178734b797f4fb6/0?imageView2/2/w/300/h/300,fake
北医三院曾海基：中医治疗新冠肺炎320例无一死亡,3月5日，北京大学第三医院声明称：网传北京大学第三医院专家曾海基发布相关言论，经医院核实，我院查无此人。,https://p.qpic.cn/jiaozhen/0/849b31b1740825e72e1199a1a966c077/0?imageView2/2/w/300/h/300,fake
李跃华夫妇受韩国邀请前往抗疫，代表国家出征邻国,"上游新闻采访了李跃华本人，李跃华称：我不知道，是自媒体发的文章说我要去韩国。
据第一财经报道，韩国驻华使馆的一位负责人向明确表示，目前居住在湖北省，或在入境韩国前的14天在湖北省居住的申请者，除了极个别情况外，没有获得韩国签证并被批准访问韩国的可能；此外，管辖湖北省的韩国驻武汉总领馆及签证已停止针对湖北省居民的签证签发业务。
韩国疾病管理本部值班人员明确回复第一次财经记者称，未听说韩国政府官方主动邀请包括李跃华在内，任何外国医护人员参与韩国国内的防疫，尤其是临床医疗工作的情况。",//jiaozhen-70111.picnjc.qpic.cn/cytpU5JePTZZ1bECWLc3Wi?imageView2/2/w/300/h/300,fake
政府已通告荆州将于3月10号解封复工,"在荆州e线民生网站（荆州市纪委党风政风监督室\荆州新闻网合办）上，荆州市直部门交通运输局回复：荆州3月10日解封是没有文件支持的，请及时关注政府通告。
湖北省新型冠状病毒感染肺炎疫情防控指挥部2月20日发布通告称，湖北省内各类企业先按不早于3月10日24时前复工。省内大专院校、中小学、中职学校、技工院校、幼儿园延期开学。",https://p.qpic.cn/jiaozhen/0/f67a9948ffd4144584e30476e97f8d6d/0?imageView2/2/w/300/h/300,fake
湖北产地的水果不能吃,中国工程院副院长邓秀新表示，通过科学防疫，严格品控，湖北出来的水果是安全的。果蔬是不可能与人传染的，不要对湖北水果歧视。,https://p.qpic.cn/jiaozhen/0/5ee3d1d5528d1bcb56fdd4da82f73078/0?imageView2/2/w/300/h/300,fake
牛蛙、甲鱼等已被列入禁食名单,"国家林草局相关负责人2月20日向中新社表示，三部委尚未发布相关野生动物名录，更没有发布禁食名单。
2月24日，十三届全国人大常委会第十六次会议表决通过了关于全面禁止非法野生动物交易、革除滥食野生动物陋习、切实保障人民群众生命健康安全的决定，全面禁止食用国家保护的“有重要生态、科学、社会价值的陆生野生动物”以及其他陆生野生动物，包括人工繁育、人工饲养的陆生野生动物。
对于甲鱼、牛蛙类水生物种，3月5日召开的国务院联防联控机制新闻发布会上，农业农村部渔业渔政管理局局长张显良表示，包括中华鳖、乌龟在内的绝大多数养殖龟鳖，和蛙类中的牛蛙、美国青蛙两个引进种可以养殖食用。",https://p.qpic.cn/jiaozhen/0/819d7272672d10913254a3e9cd420709/0?imageView2/2/w/300/h/300,fake
支援武汉的上海52岁男医生感染新冠肺炎去世,根据上海市卫健委官方微博@健康上海12320 消息：经核查，上海援鄂医疗队队员中没有名为“陈建国”的队员。,https://p.qpic.cn/jiaozhen/0/6c5cd243b608ed64d088f347072011e7/0?imageView2/2/w/300/h/300,fake
意大利86人因新冠肺炎被隔离在妓院里14天,"“意大利有86名嫖客被隔离在妓院里14天”是一个彻头彻尾的谣言。该谣言出自一个名为CEREBROTHER的网站，但这个网站其实是一个西班牙版“洋葱新闻”，专门发布讽刺性的搞笑假新闻。
CEREBROTHER网站原文中提到，“86名嫖客被隔离在妓院里14天”是警方向欧洲新闻社(Europa Press)提供的消息，但经查证，Europa Press网站并没有任何相关内容。谣言原文中虚构的地点也不是意大利，而是西班牙的“Valencia”(瓦伦西亚)。",https://p.qpic.cn/jiaozhen/0/c09d806dd12cc4e02739de36e7e1d099/0?imageView2/2/w/300/h/300,fake
教育部确定今年高考延期至6月26日举行,"红星新闻记者多方求证，并未在教育部官网及官方渠道看到高考延期通知相关文件。此外，网传消息来源是：29日举行的国务院联防联控机制召开的新闻发布会内容。
记者通过权威渠道求证得知，该新闻发布会于28日举行，教育部副部长翁铁慧就今年高考是否延期作出回应，回应称：教育部将密切关注高三学生和家长关切，稳妥审慎研究今年的高考实施方案，相关工作安排将及时向社会提供。这意味着，高考是否延期还有待教育部专家多方评估。",https://p.qpic.cn/jiaozhen/0/7f1a492466e4fa3e9230dcb3a752a151/0?imageView2/2/w/300/h/300,fake
腾讯课堂给违反纪律的学生发短信，要求交纳罚款,腾讯课堂声明，在疫情期间腾讯课堂免费为学校、老师和学生提供在线教学平台和学习服务，不收取任何费用，更不会以不正当手段收取罚款和个人信息。请大家不要轻信陌生人短信和电话，更不要盲目回复，以免财产和隐私受到损失。,//jiaozhen-70111.picnjc.qpic.cn/86wzNWLW2A4b54gyT69j5e?imageView2/2/w/300/h/300,fake
钟南山近日出征欧洲，指导其他国家抗击疫情,"较真检索公开报道和资料，截至3月5日早上9点，并未发现钟南山“公开出征欧洲”的消息。最近一次关于钟南山行程的报道是在3月2日。当天，广州医科大学附属第一医院与广东省驰援武汉医疗队通过远程视频连线，共同举行了广东战“疫”一线火线发展党员入党宣誓仪式，钟南山院士领誓。
网上流传的“钟南山出征欧洲”的视频，点开一看文案是“钟南山将逆行‘出征’欧洲，向欧洲呼吸协会做视频报告”。视频报告确有其事，2月27日，钟南山说：“我这周末将应邀向欧洲呼吸学会做一个视频报告……”但由于流传视频文不对题，标题非常具有误导性，导致最终误传成“钟南山出征欧洲”。",https://p.qpic.cn/jiaozhen/0/4a3050547dea0dad9b93c76b855dbd91/0?imageView2/2/w/300/h/300,fake
花岗岩能预防新冠肺炎感染,这种说法的依据可能是来源于两种：花岗石加工成建筑装饰材料之后表面光滑致密，不容易滋生细菌，被演绎成了“杀菌”，在疫情到来的时候又被演绎成了“防病毒”；花岗石跟其他天然食材一样，可能存在一定的放射性，被演绎成了能够“抗病毒”。这两种理由都不合理。花岗石表面不容易滋生细菌，跟它能否防病毒毫无关系；而食材的放射性很微弱，不足以抗菌抗病毒，而且如果强度达到了杀菌抗病毒的量，那么对人体的损害也会很大。,https://p.qpic.cn/jiaozhen/0/030c45402a0f8d0202fbe0c396605910/0?imageView2/2/w/300/h/300,fake
意大利零号病人是去夏威夷度假后被感染,这一说法纯属编造，意大利前3例病例都是来自武汉的输入性病例。而另一个被称为“一号病人”、引爆意大利新冠疫情的“超级传播者”也与夏威夷没有任何关系。意大利专家表示，该“超级传染者”的感染途径尚不明确，最初感染者很难被定位。,//jiaozhen-70111.picnjc.qpic.cn/goesEZXJofY23WiYCTkyNJ?imageView2/2/w/300/h/300,fake
日本厂家推出一体化防护头盔,"经检索公开报道后发现，无论是日本主流媒体，还是社交网络，都并未有日本厂家推出防护头盔的消息。
网传的图片并非“日本模特正在试戴该头盔”，而是日本某女子偶像组合的单曲封面，网传内容其实是网友对该单曲封面的调侃。",https://p.qpic.cn/jiaozhen/0/73f8a5c0462574c475acd86c2b9fc83b/0?imageView2/2/w/300/h/300,fake
降压药会加重已感染新冠病毒的高血压患者病情,"降压药本身不会加重已感染新冠病毒的高血压患者病情，反而对于减轻患者器官损伤有潜在的可能性。
引起人体血压升高、动脉粥样硬化等多种“恶性”结果的物质是Ang II（血管紧张素II），ACE2（血管紧张素转换酶2）可以降解AngII，起到保护心血管和抑制炎症反应的作用。理论上，ACEI和ARB两类降压药通过抑制Ang II的活性，促进ACE2的表达，可以减轻肺损伤和炎性渗出，并减轻病毒对心肾等重要器官的损伤。",https://p.qpic.cn/jiaozhen/0/b07ecdcc7d40e48d81cf083645a0d814/0?imageView2/2/w/300/h/300,fake
中国女子给美国捐赠20万只口罩后获得绿卡,"流传文章说捐口罩的女子轰动海外社交网站。实际上，国外网站并没有相关报道，文章里的绿卡图也和捐口罩的女士无关，这个照片很早就出现在各类移民广告文章里。
微博认证为“宁波市网络文化协会常务理事”的网友@倾听指尖第一时间进行了辟谣。随即，发布该文章的账号也转发辟谣微博并删文道歉。",https://p.qpic.cn/jiaozhen/0/12be26615cbb506abfa53c16d3408cb1/0?imageView2/2/w/300/h/300,fake
